Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Tata Consultancy Services,Technology,India,Asia,Talent development,Average learning hours per employee:Senior Female,Hours,42
Tata Consultancy Services,Technology,India,Asia,Talent development,Average learning hours per employee:Middle Male,Hours,43
Tata Consultancy Services,Technology,India,Asia,Talent development,Average learning hours per employee:Middle Female,Hours,40
Tata Consultancy Services,Technology,India,Asia,Talent development,Average learning hours per employee:Junior Male,Hours,112
Tata Consultancy Services,Technology,India,Asia,Talent development,Average learning hours per employee:Junior Female,Hours,104
Tata Consultancy Services,Technology,India,Asia,Talent development,TCS Elevate: Employees pursued learning linked to career growth,Number,407000
Tata Consultancy Services,Technology,India,Asia,Talent development,Employees identified as high talent with higher pay,Number,22000
Tata Consultancy Services,Technology,India,Asia,Talent development,Employees trained in digital techniques,Number,500000
Tata Consultancy Services,Technology,India,Asia,Talent development,Competencies per employee on average,Number,7.5
Tata Consultancy Services,Technology,India,Asia,Talent development,Contextual Masters,Number,64000
Tata Consultancy Services,Technology,India,Asia,Talent development,Contextual Masters: Female,%,26
Tata Consultancy Services,Technology,India,Asia,Talent development,Cloud Certification:Certified on hyperscaler cloud technologies,Number,53000
Tata Consultancy Services,Technology,India,Asia,Community,Engagement with Purpose:Employees engaged as part of the initiative,Number,400000
Tata Consultancy Services,Technology,India,Asia,Education,Education and Sensitization;Online training designed to sensitize employees on key concepts of DEI,Number,504255
Tata Consultancy Services,Technology,India,Asia,Employees,"Employees who have taken a pledge till date, to be a Champion of Equity- someone who treats everyone with fairness and transparency, and takes an inclusive approach towards every individual, culture and system",Number,105000
Tata Consultancy Services,Technology,India,Asia,Employees,Employees responded to TCS Culture Survey as part of the Belongingness campaign,Number,7000
Tata Consultancy Services,Technology,India,Asia,Employees,Number of employees having suffered high consequence work- related injury / ill-health / fatalities,Number,0
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Number of employees - Differently abled,Number,3
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Number of employees - Differently abled - Male,Number,2
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Number of employees - Differently abled - Female,Number,1
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Number of workers with disabilities,Number,14
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Number of workers with disabilities - Male,Number,9
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Number of workers with disabilities - Female,Number,5
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Turnover rate:Permanent Employees-Male,%,13.4
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Turnover rate:Permanent Employees-Female,%,11.0
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Turnover rate:Permanent Employees-Total,%,13.1
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Turnover rate:Permanent Workers-Male,%,1.7
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Turnover rate:Permanent Workers-Female,%,2.0
Tata Consumer Products,Consumer Defensive,India,Asia,Employees,Turnover rate:Permanent Workers-Total,%,1.8
Tata Motors,Consumer Cyclical,India,Asia,Diversity,Female employees,%,7.64
Tata Motors,Consumer Cyclical,India,Asia,Diversity,Share of women in top management positions,%,4.4
Tata Motors,Consumer Cyclical,India,Asia,Diversity,Number of female employees,Number,4987
Tata Motors,Consumer Cyclical,India,Asia,Diversity,Number of employees - Differently abled,Number,84
Tata Motors,Consumer Cyclical,India,Asia,Diversity,"Share of women in all management positions, including Junior, Middle and Top Management",%,6.7
Tata Motors,Consumer Cyclical,India,Asia,Diversity,Share of women in Junior Management,%,7.2
Tata Motors,Consumer Cyclical,India,Asia,Employees,Prevention of Sexual Harassment at Workplace (POSH) trainings covered through e-learning module and classroom/virtual sessions,Number,30000
Tata Motors,Consumer Cyclical,India,Asia,Employees,Culture Survey response rate,%,69
Tata Motors,Consumer Cyclical,India,Asia,Employees,Culture Survey: Employees who took the survey,Number,11500
Tata Motors,Consumer Cyclical,India,Asia,Education,Pragati: employees who have signed up for the diploma,Number,200
Tata Motors,Consumer Cyclical,India,Asia,Employees,Contractor Employee Dignity Program- Employees who underwent annual medical check-ups,Number,12590
Tata Motors,Consumer Cyclical,India,Asia,Employees,Contractor Employee Dignity Program- Employees who were provided free-consultation/medicines,Number,12590
Tata Motors,Consumer Cyclical,India,Asia,Employees,Employee Assistance Program- Employees and dependants who availed this service through the helpline,Number,543
Tata Motors,Consumer Cyclical,India,Asia,Employees,Online sessions on emotional wellbeing organised,Number,24
Tata Motors,Consumer Cyclical,India,Asia,Employees,Employees attending Online sessions on emotional wellbeing,Number,4646
Tata Motors,Consumer Cyclical,India,Asia,Community,CSI spend,₹ Crore,20.81
Tata Motors,Consumer Cyclical,India,Asia,Community,Number of hours volunteering,Hours,35756
Tata Motors,Consumer Cyclical,India,Asia,Community,Arogya Programme-Money spent,₹ Crore,3.38
Tata Motors,Consumer Cyclical,India,Asia,Community,Arogya Programme-People benefitted,Number,531137
Tata Motors,Consumer Cyclical,India,Asia,Community,Kaushalya Programme-Money spent,₹ Crore,3.9
Tata Motors,Consumer Cyclical,India,Asia,Community,Kaushalya Programme-People benefitted,Number,28896
Tata Motors,Consumer Cyclical,India,Asia,Community,Hours dedicated by employees to social causes,Number,35756
Tata Motors,Consumer Cyclical,India,Asia,Community,Saplings in Palghra District,Million,1
Tata Motors,Consumer Cyclical,India,Asia,Community,Mnregs support for labour work and after care,₹ Crore,30
Tata Motors,Consumer Cyclical,India,Asia,Community,Number of volunteering employees,Number,9495
Tata Motors,Consumer Cyclical,India,Asia,Community,People benefitting through employee volunteering,Number,47360
Tata Motors,Consumer Cyclical,India,Asia,Employees,Employee turnover rate - Male,%,6.90
Tata Motors,Consumer Cyclical,India,Asia,Employees,Employee turnover rate - Female,%,16.90
Tata Motors,Consumer Cyclical,India,Asia,Employees,Employee turnover rate,%,7.91
Tata Motors,Consumer Cyclical,India,Asia,Employees,Turnover Rate for Permanent Workers: Male,%,0.20
Tata Motors,Consumer Cyclical,India,Asia,Employees,Turnover Rate for Permanent Workers: Female,%,0.50
Tata Motors,Consumer Cyclical,India,Asia,Employees,Employee turnover rate - Workers,%,2.22
Tata Motors,Consumer Cyclical,India,Asia,Employees,Number of employees/ workers having suffered high consequence work related injury / ill-health / fatalities,Number,0
Tata Motors,Consumer Cyclical,India,Asia,Employees,Number of employees,Number,81811
Tech Mahindra,Technology,India,Asia,Supply chain,The proportionate % of total suppliers assessed on Human rights,%,92.72
Tech Mahindra,Technology,India,Asia,Supply chain,% of total suppliers assessed where risks/gaps have been identified,%,37.25
Tech Mahindra,Technology,India,Asia,Human rights,Contractual Employees (Other than permanent employees) trained on human rights-Total,Number,10 494
Tech Mahindra,Technology,India,Asia,Human rights,Contractual Employees (Other than permanent employees) trained on human rights-Employees trained,Number,8036
Tech Mahindra,Technology,India,Asia,Human rights,Contractual Employees (Other than permanent employees) trained on human rights-% of Employees trained,%,76.56
Titan Company,Consumer Cyclical,India,Asia,Diversity,Gender diversity at entry levels,%,32
Titan Company,Consumer Cyclical,India,Asia,Diversity,Gender diversity in Top Management,%,17
Titan Company,Consumer Cyclical,India,Asia,Employees,Number of employees,Number,7857
Titan Company,Consumer Cyclical,India,Asia,CSI,CSI spend,₹ Crore,42.08
Titan Company,Consumer Cyclical,India,Asia,Diversity,Number of male employees,Number,6616
Titan Company,Consumer Cyclical,India,Asia,Diversity,Number of female employees,Number,2283
Titan Company,Consumer Cyclical,India,Asia,Diversity,Number of employees - Differently abled,Number,134
Titan Company,Consumer Cyclical,India,Asia,Training and development,"Training, Learning & Development - Staff: Investments per person",₹,18301
Titan Company,Consumer Cyclical,India,Asia,Training and development,"Training, Learning & Development - Staff: Training",Days,5.80
Titan Company,Consumer Cyclical,India,Asia,Training and development,Unionised Investments per person,₹,500
Titan Company,Consumer Cyclical,India,Asia,Training and development,Unionised Training,Days,1
Titan Company,Consumer Cyclical,India,Asia,Training and development,Training for Senior / Top Management / Professional Courses: Investments per person,₹,14810
Titan Company,Consumer Cyclical,India,Asia,Training and development,Training for Senior / Top Management / Professional Courses: Training,Days,1.20
Titan Company,Consumer Cyclical,India,Asia,Employees,New hires,Number,1138
Titan Company,Consumer Cyclical,India,Asia,Employees,Employee turnover rate,Number,534
Titan Company,Consumer Cyclical,India,Asia,Employees,Number of employees - Manufacturing,Number,3193
Titan Company,Consumer Cyclical,India,Asia,Employees,Number of employees - Retail,Number,2650
Titan Company,Consumer Cyclical,India,Asia,Employees,Number of employees - Corporate and Support functions,Number,958
Titan Company,Consumer Cyclical,India,Asia,Employees,Employee turnover rate - Male,%,8
Titan Company,Consumer Cyclical,India,Asia,Employees,Employee turnover rate - Female,%,12
Titan Company,Consumer Cyclical,India,Asia,Employees,Employee turnover rate,%,9
Titan Company,Consumer Cyclical,India,Asia,Employees,Turnover Rate for Permanent Workers: Male,%,1
Titan Company,Consumer Cyclical,India,Asia,Employees,Turnover Rate for Permanent Workers: Female,%,1
Titan Company,Consumer Cyclical,India,Asia,Employees,Employee turnover rate - Workers,%,1
UltraTech Cement,Basic Materials,India,Asia,Operations,Sites assessed in last 3 years (% of total sites),%,100
UltraTech Cement,Basic Materials,India,Asia,Operations,Sites with identified risk (% of total assessed sites),%,16
UltraTech Cement,Basic Materials,India,Asia,Operations,Sites with mitigations implemented (% of sites with risks),%,100
UltraTech Cement,Basic Materials,India,Asia,Supply chain,Contractor/Suppliers assessed in last 3 years (% of total sites),%,100
UltraTech Cement,Basic Materials,India,Asia,Supply chain,Contractor/Suppliers with identified risk (% of total assessed sites),%,13.45
UltraTech Cement,Basic Materials,India,Asia,Supply chain,Contractor/Suppliers with mitigations implemented (% of sites with risks),%,100
UltraTech Cement,Basic Materials,India,Asia,Employees,Employee turnover rate - Voluntary,%,8.69
UltraTech Cement,Basic Materials,India,Asia,Employees,Employee turnover rate - Involuntary,%,0.09
UltraTech Cement,Basic Materials,India,Asia,Employees,Employee engagement rate-Employee Engagement Rate (% employees with top level of satisfaction),%,89
UltraTech Cement,Basic Materials,India,Asia,Employees,Employee engagement rate-Employees who responded to the survey,%,98
UltraTech Cement,Basic Materials,India,Asia,Training and development,Average hours per FTE of training and development,Hours,20
UltraTech Cement,Basic Materials,India,Asia,Training and development,Average amount spent per FTE on training and development (INR),INR,1662
UltraTech Cement,Basic Materials,India,Asia,Employees,Total number of paid leave in weeks offered to the majority of the employees,Number,30
UltraTech Cement,Basic Materials,India,Asia,Employees,Paid parental leave for the non-primary caregiver (in weeks),Week,1
Wipro,Technology,India,Asia,Employees,Number of employees,Number,250000
Wipro,Technology,India,Asia,Employees,Number of female employees,Number,90000
Wipro,Technology,India,Asia,Employees,Female employees,%,36.4
Wipro,Technology,India,Asia,Employees,Number of volunteering employees,Number,3300
Wipro,Technology,India,Asia,Employees,Number of hours volunteering,Hours,13500
Wipro,Technology,India,Asia,Education,Percentage of employees who have completed one or more courses,%,90
Wipro,Technology,India,Asia,Employees,"Employees received cultural assimilation and training in business communication, presentation skills, etiquette, listening skills, and customer orientation through a combination of self-paced VILTs, simulated offerings, and on-the-job learning",Number,115000
Wipro,Technology,India,Asia,Employees,Employees participated in health drives and awareness programs,Number,20000
Wipro,Technology,India,Asia,Employees,Paid Maternity leave to female employees,Weeks,12
Wipro,Technology,India,Asia,Employees,Paid leave to male employees/secondary caregivers,Days,5
Wipro,Technology,India,Asia,Employees,Paid leave for adoption/surrogacy,Weeks,4
Wipro,Technology,India,Asia,Employees,Employees contributing monetarily to Wipro Cares,Number,45000
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Number of employees,Number,50
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Female employees,%,72
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,African female employees,%,52
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,African employees,%,62
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Executive - Male - African,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Executive - Male - White,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Executive - Female - African,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Executive - Female - White,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Executive - Total,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Senior management - Male - African,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Senior management - Male - White,Number,1
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Senior management - Female - African,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Senior management - Female - White,Number,1
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Senior management - Total,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Middle management - Male - African,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Middle management - Male - White,Number,1
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Middle management - Female - African,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Middle management - Female - White,Number,0
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Middle management - Total,Number,1
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Junior management - Male - African,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Junior management - Male - White,Number,3
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Junior management - Female - African,Number,6
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Junior management - Female - White,Number,7
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employment equity,Junior management - Total,Number,18
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Skilled - Male - African,Number,3
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Skilled - Male - White,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Skilled - Female - African,Number,20
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Skilled - Female - White,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Skilled - Total,Number,27
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Total permanent - Male - African,Number,5
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Total permanent - Male - White,Number,9
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Total permanent - Female - African,Number,26
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Total permanent - Female - White,Number,10
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Total permanent - Total,Number,50
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Temporary employees - Male - African,Number,5
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Temporary employees - Male - White,Number,9
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Temporary employees - Female - African,Number,26
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Temporary employees - Female - White,Number,10
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Temporary employees - Total,Number,50
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Number of employees - Male,Number,14
African Dawn Capital Limited,Financial Services,South Africa,Africa,Employees,Number of employees - Female,Number,36
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Male - A,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Male - C,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Male - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Male - W,Number,7
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Female - A,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Female - C,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Female - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Female - W,Number,4
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Top management - Total,Number,12
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - A,Number,2
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - C,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - I,Number,2
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - W,Number,4
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - A,Number,4
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - C,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - I,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - W,Number,9
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Total,Number,28
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Male - A,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Male - C,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Male - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Male - W,Number,9
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Female - A,Number,10
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Female - C,Number,5
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Female - I,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Female - W,Number,18
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Mid management - Total,Number,51
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Male - A,Number,9
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Male - C,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Male - I,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Male - W,Number,12
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Female - A,Number,22
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Female - C,Number,14
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Female - I,Number,2
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Female - W,Number,30
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Junior management - Total,Number,93
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Male - A,Number,6
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Male - C,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Male - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Male - W,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Female - A,Number,10
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Female - C,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Female - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Female - W,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Semi-skilled and discretionary decision-making - Total,Number,18
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - A,Number,7
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - C,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - W,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - A,Number,6
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - C,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - W,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Male - Foreign Nationals,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Female - Foreign Nationals,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employment equity,Senior management - Total,Number,16
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Male - A,Number,27
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Male - C,Number,9
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Male - I,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Male - W,Number,32
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Female - A,Number,53
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Female - C,Number,23
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Female - I,Number,8
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Female - W,Number,62
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Male - Foreign Nationals,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Female - Foreign Nationals,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total permanent - Total,Number,218
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Male - A,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Male - C,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Male - I,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Male - W,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Female - A,Number,7
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Female - C,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Female - I,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Female - W,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Temporary workers - Total,Number,12
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Male - A,Number,30
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Male - C,Number,9
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Male - I,Number,3
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Male - W,Number,33
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Female - A,Number,60
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Female - C,Number,23
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Female - I,Number,9
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Female - W,Number,62
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Male - Foreign Nationals,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Total - Female - Foreign Nationals,Number,0
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Number of employees,Number,230
African Media Entertainment,Communication Services,South Africa,Africa,Employees,Number of employees - Differently abled,Number,8
Afrimat,Basic Materials,South Africa,Africa,Employees,Number of employees,Number,2668
Afrimat,Basic Materials,South Africa,Africa,Employees,HDSA employees,%,84.6
Afrimat,Basic Materials,South Africa,Africa,Employees,Female employees,%,22.4
Afrimat,Basic Materials,South Africa,Africa,Employees,Employee turnover rate,%,8.1
Afrimat,Basic Materials,South Africa,Africa,Employees,Percentage of HDSA employees trained,%,86.6
Afrimat,Basic Materials,South Africa,Africa,Employees,Employee training spend,Rmillion,38.1
Afrimat,Basic Materials,South Africa,Africa,Employees,Number of training days,Number,11836
Afrimat,Basic Materials,South Africa,Africa,Employees,Number of person days lost due to industrial action,Days,0
Afrimat,Basic Materials,South Africa,Africa,Safety,Number of fatalities,Number,0
Afrimat,Basic Materials,South Africa,Africa,Safety,Near miss (12mr),Number,605
Afrimat,Basic Materials,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,0.34
Afrimat,Basic Materials,South Africa,Africa,Safety,Days lost to LTI,Number,0
Afrimat,Basic Materials,South Africa,Africa,Safety,Medical treatment injuries (MTIs),Rate,0.7
Afrimat,Basic Materials,South Africa,Africa,Safety,First aid cases,Number,28
Afrimat,Basic Materials,South Africa,Africa,Safety,Total recordable injury frequency rate (TRIFR),Number,1
Afrimat,Basic Materials,South Africa,Africa,Safety,Leading indicators,Number,89
Afrimat,Basic Materials,South Africa,Africa,CSI,CSI spend,Rmillion,12.3
Afrimat,Basic Materials,South Africa,Africa,CSI,CSI spend as a percentage of profit,%,1.8
Afrimat,Basic Materials,South Africa,Africa,CSI,Percentage of CSI spend in South Africa,%,100
Afrimat,Basic Materials,South Africa,Africa,Employees,Number of employees hired,Number,486
Afrimat,Basic Materials,South Africa,Africa,Employees,Number of bursaries awarded to staff,Number,81
Afrimat,Basic Materials,South Africa,Africa,Employees,Number of external bursaries awarded,Number,48
Afrimat,Basic Materials,South Africa,Africa,Labour,Absenteeism rate,%,1.3
Afrimat,Basic Materials,South Africa,Africa,Employees,Staff composition - White,%,15
Afrimat,Basic Materials,South Africa,Africa,Employees,Staff composition - African,%,71
Afrimat,Basic Materials,South Africa,Africa,Employees,Staff composition - Indian,%,1
Afrimat,Basic Materials,South Africa,Africa,Employees,Staff composition - Coloured,%,13
Afrox,Basic Materials,South Africa,Africa,Safety,LWIs,Number,5
Afrox,Basic Materials,South Africa,Africa,Safety,Work days lost,Number,40
Afrox,Basic Materials,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,0.11
Afrox,Basic Materials,South Africa,Africa,Safety,Commercial vehicle incidents (CVIs) (severity 1 and 2),Number,4
Afrox,Basic Materials,South Africa,Africa,Safety,Non-commercial vehicle incident (NCVI) (severity 1 and 2),Number,1
Afrox,Basic Materials,South Africa,Africa,Safety,Third-party fatalities,Number,0
Afrox,Basic Materials,South Africa,Africa,Safety,Number of fatalities,Number,0
Afrox,Basic Materials,South Africa,Africa,Safety,Major event (ME),Number,2
Afrox,Basic Materials,South Africa,Africa,Safety,Security incident reports (SIRs) (severity 2),Number,3
Afrox,Basic Materials,South Africa,Africa,Safety,Total recordable injuries,Number,13
Afrox,Basic Materials,South Africa,Africa,Safety,Security spend,Rmillion,66.2
Afrox,Basic Materials,South Africa,Africa,Safety,Manual handling incidents,Number,12
Afrox,Basic Materials,South Africa,Africa,Employees,Leadership developments,Number,60
Afrox,Basic Materials,South Africa,Africa,Employees,"Learners, apprentices, bursars and graduates",Number,118
Afrox,Basic Materials,South Africa,Africa,Diversity,Employment equity,%,80
Afrox,Basic Materials,South Africa,Africa,Employees,Employee turnover rate,%,0.4
Afrox,Basic Materials,South Africa,Africa,Employees,Number of employees - Permanent,Number,1728
Afrox,Basic Materials,South Africa,Africa,Employees,Number of employees - Temporary,Number,5
Afrox,Basic Materials,South Africa,Africa,Employees,Number of employees - Permanent - Male,Number,1281
Afrox,Basic Materials,South Africa,Africa,Employees,Number of employees - Permanent - Female,Number,447
Afrox,Basic Materials,South Africa,Africa,Employees,Number of employees - Temporary - Male,Number,3
Afrox,Basic Materials,South Africa,Africa,Employees,Number of employees - Temporary - Female,Number,2
Afrox,Basic Materials,South Africa,Africa,Employees,Voluntary and non-voluntary leavers,Number,447
Afrox,Basic Materials,South Africa,Africa,Employees,Average length of service,Years,10
Afrox,Basic Materials,South Africa,Africa,Labour,Unionised employees,Number,520
Afrox,Basic Materials,South Africa,Africa,Employment equity,Top management (Managing Director and Group Financial Director),Number,0
