Letshego Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Average age of the Board,Years,54
Lewis,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,6
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,8
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,%,25.0
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,%,12.5
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,%,62.5
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,1
Lewis,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,5
Lewis,Consumer Cyclical,South Africa,Africa,Board diversity,Black male board members,%,12.5
Lewis,Consumer Cyclical,South Africa,Africa,Board diversity,White male board members,%,50
Lewis,Consumer Cyclical,South Africa,Africa,Board diversity,Black female board members,%,37.5
Lewis,Consumer Cyclical,South Africa,Africa,Board tenure,1 to 9 years,%,66.7
Lewis,Consumer Cyclical,South Africa,Africa,Board tenure,Over 9 years,%,33.3
Libstar,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,6
Libstar,Consumer Defensive,South Africa,Africa,Ethics,Number of complaints received,Number,19
Libstar,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,8
Libstar,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,3
Libstar,Consumer Defensive,South Africa,Africa,Board composition,Non-executive directors,Number,5
Libstar,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,5
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,%,25.0
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,White board members,%,62.5
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Other race board members,%,12.5
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Black board members,Number,2
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,White board members,Number,5
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Other race board members,Number,1
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Female board members,%,50
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,Male board members,%,50
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,30 - 40 years,%,25.0
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,40 - 50 years,%,12.5
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,50 - 60 years,%,37.5
Libstar,Consumer Defensive,South Africa,Africa,Board diversity,60 - 70 years,%,25.0
Libstar,Consumer Defensive,South Africa,Africa,Board tenure,5 years,Number,6
Libstar,Consumer Defensive,South Africa,Africa,Board tenure,1 year,Number,2
Life Healthcare,Healthcare,South Africa,Africa,Board diversity,Female board members,%,36
Life Healthcare,Healthcare,South Africa,Africa,Board diversity,Racial diversity at Board level,%,43
Life Healthcare,Healthcare,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,9
Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,3
Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,5
Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Non-Independent non-executive directors,Number,1
Lighthouse Properties,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,6
Lighthouse Properties,Real Estate,South Africa,Africa,Board diversity,White board members,%,100
Lighthouse Properties,Real Estate,South Africa,Africa,Board diversity,Female board members,Number,1
Lighthouse Properties,Real Estate,South Africa,Africa,Board diversity,Male board members,Number,8
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,6
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,%,33
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,%,67
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Male board members,%,33
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Female board members,%,67
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,African board members,%,66
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Coloured board members,%,17
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,White board members,%,17
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are 40 - 49 years,%,83
Mahube Infrastructure Limited,Financial Services,South Africa,Africa,Board diversity,Board members who are above 50 years,%,17
Mantengu,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,5
Mantengu,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2
Mantengu,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2
Mantengu,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,3
MAS PLC,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,10
MAS PLC,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,3
MAS PLC,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,1
MAS PLC,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
MAS PLC,Real Estate,South Africa,Africa,Ethics,"Breaches of Fraud Prevention, Anti-Bribery and Anti-Corruption policy",Number,0
MAS PLC,Real Estate,South Africa,Africa,Compliance,Instances of non-compliance resulting in fines or non-monetary sanctions,Number,0
Master Drilling,Industrials,South Africa,Africa,Tax transparency,Tax paid,$'million,11.90
Master Drilling,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
MC Mining,Energy,South Africa,Africa,Board composition,Number of board members,Number,10
MC Mining,Energy,South Africa,Africa,Board composition,Executive directors,Number,2
MC Mining,Energy,South Africa,Africa,Board composition,Non-executive directors,Number,8
MC Mining,Energy,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,Black board members,%,78
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,Female board members,%,33
Merafe Resources Limited,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,5
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,10
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,%,56
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,%,78
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,8
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,>61 years,Number,3
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,51 - 60 years,Number,3
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board diversity,<50 years,Number,4
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board tenure,9 years +,Number,2
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board tenure,5 - 8 years,Number,2
Merafe Resources Limited,Basic Materials,South Africa,Africa,Board tenure,0 - 4 years,Number,6
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,10
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,8
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board tenure,Less than 3 years,Number,3
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board tenure,3 - 5 years,Number,4
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board tenure,More than 5 years,Number,2
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board diversity,ACI board members,Number,7
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board diversity,White board members,Number,3
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,Number,4
Metair Investments Limited,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,Number,6
Montauk Holdings Limited,Utilities,South Africa,Africa,Board composition,Number of board members,Number,8
Montauk Holdings Limited,Utilities,South Africa,Africa,Board composition,Non-executive directors,Number,6
Montauk Holdings Limited,Utilities,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Montauk Holdings Limited,Utilities,South Africa,Africa,Board composition,Executive directors,Number,2
Montauk Holdings Limited,Utilities,South Africa,Africa,Board meeting,Board meeting attendance,%,100
Montauk Renewables,Utilities,South Africa,Africa,Board composition,Number of board members,Number,6
Mpact,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Mpact,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,8
Mpact,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Mpact,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,6
Mpact,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
Mpact,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,Number,2
Mpact,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of executive director service,Years,12.5
Mpact,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of non-executive director service,Years,6.33
Mpact,Consumer Cyclical,South Africa,Africa,Board tenure,Average lenth of full board servie,Years,8
Mpact,Consumer Cyclical,South Africa,Africa,Board diversity,Average age of directors,Years,63.35
Mpact,Consumer Cyclical,South Africa,Africa,Board meeting,Board meeting attendance,%,100
Mr Price Group,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,7
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,9
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,3
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board tenure,Average non-executive director tenure,Years,7.7
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board tenure,1 - 5 years,Number,4
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board tenure,6 - 10 years,Number,1
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board tenure,11 - 15 years,Number,1
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board tenure,16 - 20 years,Number,2
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board tenure,21+ years,Number,1
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,ACI board members,%,27
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,%,36
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,%,64
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,Average age,Years,61
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,40 - 50 years,Number,1
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,51 - 60 years,Number,2
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,61 - 70 years,Number,5
Mr Price Group,Consumer Cyclical,South Africa,Africa,Board diversity,71+ years,Number,1
Mr Price Group,Consumer Cyclical,South Africa,Africa,Ethics,Associates completed the annual code of conduct declaration,Number,3370
Mr Price Group,Consumer Cyclical,South Africa,Africa,Ethics,Calls received through the FairCall whistleblower hotline,Number,352
Mr Price Group,Consumer Cyclical,South Africa,Africa,Ethics,Number of allegations,Number,793
Mr Price Group,Consumer Cyclical,South Africa,Africa,Ethics,Number of non-HR allegations valid,Number,27
Mr Price Group,Consumer Cyclical,South Africa,Africa,Ethics,Number of HR allegations valid,Number,241
MTN,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
MTN,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,14
MTN,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,2
MTN,Communication Services,South Africa,Africa,Board composition,Independent non-executive director,Number,12
MTN,Communication Services,South Africa,Africa,Board diversity,Number of male board members,Number,9
MTN,Communication Services,South Africa,Africa,Board diversity,Number of female board members,Number,5
MTN,Communication Services,South Africa,Africa,Board diversity,Female board members,%,36
MTN,Communication Services,South Africa,Africa,Board diversity,Male board members,%,64
MTN,Communication Services,South Africa,Africa,Ethics,Number of ethics-related queries and concerns,Number,254
MTN,Communication Services,South Africa,Africa,Ethics,Number of ethics disciplinary sanctions outcomes,Number,124
MTN,Communication Services,South Africa,Africa,Ethics,Number of fraud disciplinary sanctions outcomes,Number,211
Murray & Roberts,Industrials,South Africa,Africa,Board composition,Female board members,%,25
Murray & Roberts,Industrials,South Africa,Africa,Board diversity,Black South AFricans,%,38
Murray & Roberts,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Murray & Roberts,Industrials,South Africa,Africa,Ethics,Number of whistle-blowing reports,Number,7
Murray & Roberts,Industrials,South Africa,Africa,Ethics,Number of reports under investigation,Number,2
Murray & Roberts,Industrials,South Africa,Africa,Ethics,Number of legitimate reports,Number,1
Mustek,Technology,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Mustek,Technology,South Africa,Africa,Tax transparency,Tax paid,Rmillion,47.8
Mustek,Technology,South Africa,Africa,Board composition,Number of board members,Number,7
Mustek,Technology,South Africa,Africa,Board composition,Executive directors,Number,3
Mustek,Technology,South Africa,Africa,Board composition,Non-executive directors,Number,3
Mustek,Technology,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Mustek,Technology,South Africa,Africa,Board diversity,ACI board members,Number,4
Mustek,Technology,South Africa,Africa,Board diversity,White board members,Number,3
Mustek,Technology,South Africa,Africa,Board diversity,ACI board members,%,57
Mustek,Technology,South Africa,Africa,Board diversity,White board members,%,43
Mustek,Technology,South Africa,Africa,Board diversity,Male board members,Number,4
Mustek,Technology,South Africa,Africa,Board diversity,Female board members,Number,3
Mustek,Technology,South Africa,Africa,Board diversity,Male board members,%,57
Mustek,Technology,South Africa,Africa,Board diversity,Female board members,%,43
Mustek,Technology,South Africa,Africa,Board diversity,Board members under 30 years,Number,0
Mustek,Technology,South Africa,Africa,Board diversity,Board members between 30 - 50 years,Number,3
Mustek,Technology,South Africa,Africa,Board diversity,Board members over 50 years,Number,4
Mustek,Technology,South Africa,Africa,Board tenure,<3 years,Number,3
Mustek,Technology,South Africa,Africa,Board tenure,4 - 8 years,Number,1
Mustek,Technology,South Africa,Africa,Board tenure,>9 years,Number,3
Mustek,Technology,South Africa,Africa,Anti-bribery,Instances of corruption,Number,0
Namibia Asset Management,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,9
Namibia Asset Management,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2
Namibia Asset Management,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,7
Namibia Asset Management,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,5
Namibia Breweries Limited,Consumer Cyclical,South Africa,Africa,Board composition,Number of board composition,Number,12
Namibia Breweries Limited,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Namibia Breweries Limited,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,10
Nampak,Consumer Cyclical,South Africa,Africa,Anti-bribery,Number of Tip-Offs Anonymous received,Number,47
Nampak,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Nampak,Consumer Cyclical,South Africa,Africa,Tax transparency,Tax paid,Rmillion,193
Naspers,Communication Services,South Africa,Africa,Tax remuneration,Taxes paid,Rbillion,1.2
Naspers,Communication Services,South Africa,Africa,Risk management,Speak up cases reported,Number,598
Naspers,Communication Services,South Africa,Africa,Risk management,Substatntiated cases,Number,253
Naspers,Communication Services,South Africa,Africa,Risk management,Unsubstantiated cases,Number,273
Naspers,Communication Services,South Africa,Africa,Risk management,Under investigation cases,Number,72
Naspers,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,16
Naspers,Communication Services,South Africa,Africa,Board composition,Chair director,%,6
Naspers,Communication Services,South Africa,Africa,Board composition,Executive directors,%,13
Naspers,Communication Services,South Africa,Africa,Board composition,Non-Independent non-executive directors,%,25
Naspers,Communication Services,South Africa,Africa,Board composition,Independent non-executive directors,%,56
Naspers,Communication Services,South Africa,Africa,Board meeting,Board meeting attendance,%,98
Naspers,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Naspers,Communication Services,South Africa,Africa,Board diversity,Black board members,%,19
Naspers,Communication Services,South Africa,Africa,Board diversity,Other board members,%,81
Naspers,Communication Services,South Africa,Africa,Board diversity,Nationality - South African,Number,9
Naspers,Communication Services,South Africa,Africa,Board diversity,Nationality - Dutch,Number,2
Naspers,Communication Services,South Africa,Africa,Board diversity,Nationality - American,Number,2
Naspers,Communication Services,South Africa,Africa,Board diversity,Nationality - Brazilian,Number,1
Naspers,Communication Services,South Africa,Africa,Board diversity,Nationality - Indian,Number,1
Naspers,Communication Services,South Africa,Africa,Board diversity,Nationality - Chinese,Number,1
Naspers,Communication Services,South Africa,Africa,Board diversity,Female board members,Number,6
Naspers,Communication Services,South Africa,Africa,Board diversity,Male board members,Number,10
Naspers,Communication Services,South Africa,Africa,Board tenure,2 years,Number,3
Naspers,Communication Services,South Africa,Africa,Board tenure,3 - 4 years,Number,1
Naspers,Communication Services,South Africa,Africa,Board tenure,5 - 6 years,Number,0
Naspers,Communication Services,South Africa,Africa,Board tenure,7 - 9 years,Number,10
Naspers,Communication Services,South Africa,Africa,Board tenure,10+ years,Number,2
Nedbank,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Nedbank,Financial Services,South Africa,Africa,Tax transparency,Tax paid,Rbillion,13.2
Nedbank,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,13
Nedbank,Financial Services,South Africa,Africa,Board composition,Independent non-executive director,Number,9
Nedbank,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,1
Nedbank,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,3
Nedbank,Financial Services,South Africa,Africa,Board diversity,Average age of board members,Years,58
Nedbank,Financial Services,South Africa,Africa,Board tenure,0 - 3 years,Number,3
Nedbank,Financial Services,South Africa,Africa,Board tenure,4 - 6 years,Number,3
Nedbank,Financial Services,South Africa,Africa,Board tenure,7 - 9 years,Number,4
Nedbank,Financial Services,South Africa,Africa,Board diversity,White male board members,%,38
Nedbank,Financial Services,South Africa,Africa,Board diversity,Black female board members,%,23
Nedbank,Financial Services,South Africa,Africa,Board diversity,Black male board members,%,39
Nedbank,Financial Services,South Africa,Africa,Board meeting,Board meeting attendance,%,97
NEPI Rockcastle,Real Estate,South Africa,Africa,Board diversity,Board members between 38 - 45 years,%,27
NEPI Rockcastle,Real Estate,South Africa,Africa,Board diversity,Board members between 46 - 55 years,%,18
NEPI Rockcastle,Real Estate,South Africa,Africa,Board diversity,Board members between 56 - 59 years,%,55
NEPI Rockcastle,Real Estate,South Africa,Africa,Board diversity,Male board members,%,82
NEPI Rockcastle,Real Estate,South Africa,Africa,Board diversity,Female board members,%,18
NEPI Rockcastle,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,11
NEPI Rockcastle,Real Estate,South Africa,Africa,Board composition,Executive directors,%,27
NEPI Rockcastle,Real Estate,South Africa,Africa,Board composition,Non-executive directors,%,73
NEPI Rockcastle,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,%,87
NEPI Rockcastle,Real Estate,South Africa,Africa,Board composition,Non-Independent non-executive directors,%,13
Newpark,Energy,South Africa,Africa,Board composition,Number of board members,Number,6
Newpark,Energy,South Africa,Africa,Board composition,Executive directors,Number,2
Newpark,Energy,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Newpark,Energy,South Africa,Africa,Board composition,Non-executive directors,Number,3
Nictus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,5
Nictus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Nictus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2
Nictus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,1
Nictus Holdings,Consumer Cyclical,South Africa,Africa,Tax transparency,Taxes paid,N$,138928000
Nictus Limited,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,6
Nictus Limited,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2
Nictus Limited,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Nictus Limited,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,1
Ninety One,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Novus Holdings,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,8
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,3
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,5
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,3
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Non-Independent non-executive directors,Number,2
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,%,25
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,%,38
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board composition,Non-Independent non-executive directors,%,37
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board diversity,Male board members,%,50
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board diversity,Female board members,%,50
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board diversity,African board members,%,37
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board diversity,Coloured board members,%,13
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board diversity,White board members,%,37
Novus Holdings,Consumer Cyclical,South Africa,Africa,Board diversity,Indian board members,%,13
Nu-World Holdings,Technology,South Africa,Africa,Board composition,Number of board members,Number,7
Nu-World Holdings,Technology,South Africa,Africa,Board composition,Executive directors,Number,3
Nu-World Holdings,Technology,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Nu-World Holdings,Technology,South Africa,Africa,Board diversity,Male board members,%,100
Oasis Crescent Property Fund,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,8
Oasis Crescent Property Fund,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,4
Oasis Crescent Property Fund,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Oasis Crescent Property Fund,Real Estate,South Africa,Africa,Board diversity,Female board members,Number,2
Oasis Crescent Property Fund,Real Estate,South Africa,Africa,Board diversity,Male board members,Number,4
Octodec Investments Limited,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,10
Octodec Investments Limited,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2
Octodec Investments Limited,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2
Octodec Investments Limited,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
Octodec Investments Limited,Real Estate,South Africa,Africa,Board diversity,Female board members,%,30
Octodec Investments Limited,Real Estate,South Africa,Africa,Board diversity,Black board members,%,20
Octodec Investments Limited,Real Estate,South Africa,Africa,Board meeting,Board meeting attendance,%,99.6
Octodec Investments Limited,Real Estate,South Africa,Africa,Board tenure,Average service length,Years,12.4
Octodec Investments Limited,Real Estate,South Africa,Africa,Board diversity,Average age,Years,64.4
Octodec Investments Limited,Real Estate,South Africa,Africa,Tax transparency,Taxes paid,Rmillion,266124
Octodec Investments Limited,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,7
Old Mutual,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Old Mutual,Financial Services,South Africa,Africa,Board diversity,Female board members,%,31
Omajowa Properties,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,6
Omajowa Properties,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2
Omajowa Properties,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,4
Omnia,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Orion Minerals,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,6
Orion Minerals,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,1
Orion Minerals,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,5
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,7
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,1
Oryx Properties Limited,Real Estate,South Africa,Africa,Board diversity,Female board members,%,57
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,7
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,4
Oryx Properties Limited,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,1
Oryx Properties Limited,Real Estate,South Africa,Africa,Board diversity,Previosuly disadvantaged board members,Number,6
Oryx Properties Limited,Real Estate,South Africa,Africa,Board diversity,Female board members,Number,4
Oryx Properties Limited,Real Estate,South Africa,Africa,Board tenure,Less than 3 years,Number,2
Oryx Properties Limited,Real Estate,South Africa,Africa,Board tenure,3 - 5 years,Number,3
Oryx Properties Limited,Real Estate,South Africa,Africa,Board tenure,6 - 8 years,Number,1
Oryx Properties Limited,Real Estate,South Africa,Africa,Board tenure,9+ years,Number,2
Osino Resources,Basic Materials,South Africa,Africa,Tax transparency,Tax paid,N$million,2.9
OUTsurance Group Limited,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
OUTsurance Group Limited,Financial Services,South Africa,Africa,Tax transparency,Taxes paid,Rbillion,1.4
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,20
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,18
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,%,60
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board composition,Non-executive directors,%,30
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,%,10
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board meeting,Board meeting attendance,%,97
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,Female board members,Number,6
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,HDSA board members,Number,8
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,Black board members,%,40
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,White board members,%,60
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,Female board members,%,30
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,Male board members,%,70
OUTsurance Group Limited,Financial Services,South Africa,Africa,Board diversity,Average age of board members,Years,54.8
PBT Group,Technology,South Africa,Africa,Board composition,Number of board members,Number,6
PBT Group,Technology,South Africa,Africa,Board composition,Executive directors,Number,2
